Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status
2022-04-09,12:00 PM,2:00 PM,New Jersey Devils,,Dallas Stars,,Scheduled
2022-04-09,1:00 PM,3:00 PM,Washington Capitals,,Pittsburgh Penguins,,Scheduled
2022-04-09,4:00 PM,6:00 PM,Florida Panthers,,Nashville Predators,,Scheduled
2022-04-09,5:00 PM,7:00 PM,Montreal Canadiens,,Toronto Maple Leafs,,Scheduled
2022-04-09,5:00 PM,7:00 PM,Columbus Blue Jackets,,Detroit Red Wings,,Scheduled
2022-04-09,5:00 PM,7:00 PM,Ottawa Senators,,New York Rangers,,Scheduled
2022-04-09,5:00 PM,7:00 PM,Calgary Flames,,Seattle Kraken,,Scheduled
2022-04-09,5:30 PM,7:30 PM,Anaheim Ducks,,Philadelphia Flyers,,Scheduled
2022-04-09,6:00 PM,8:00 PM,New York Islanders,,St. Louis Blues,,Scheduled
2022-04-09,8:00 PM,10:00 PM,Colorado Avalanche,,Edmonton Oilers,,Scheduled
2022-04-09,8:00 PM,10:00 PM,San Jose Sharks,,Vancouver Canucks,,Scheduled
2022-04-09,8:00 PM,10:00 PM,Arizona Coyotes,,Vegas Golden Knights,,Scheduled
2022-04-10,11:30 AM,1:30 PM,Boston Bruins,,Washington Capitals,,Scheduled
2022-04-10,2:00 PM,4:00 PM,Nashville Predators,,Pittsburgh Penguins,,Scheduled
2022-04-10,3:00 PM,5:00 PM,Los Angeles Kings,,Minnesota Wild,,Scheduled
2022-04-10,3:00 PM,5:00 PM,Buffalo Sabres,,Tampa Bay Lightning,,Scheduled
2022-04-10,4:00 PM,6:00 PM,Anaheim Ducks,,Carolina Hurricanes,,Scheduled
2022-04-10,5:00 PM,7:00 PM,Dallas Stars,,Chicago Blackhawks,,Scheduled
2022-04-10,5:30 PM,7:30 PM,Winnipeg Jets,,Ottawa Senators,,Scheduled
2022-04-11,5:00 PM,7:00 PM,Winnipeg Jets,,Montreal Canadiens,,Scheduled
2022-04-12,5:00 PM,7:00 PM,St. Louis Blues,,Boston Bruins,,Scheduled
2022-04-12,5:00 PM,7:00 PM,Buffalo Sabres,,Toronto Maple Leafs,,Scheduled
2022-04-12,5:00 PM,7:00 PM,Anaheim Ducks,,Florida Panthers,,Scheduled
2022-04-12,5:00 PM,7:00 PM,Carolina Hurricanes,,New York Rangers,,Scheduled
2022-04-12,5:00 PM,7:00 PM,Philadelphia Flyers,,Washington Capitals,,Scheduled
2022-04-12,5:30 PM,7:30 PM,Pittsburgh Penguins,,New York Islanders,,Scheduled
2022-04-12,5:30 PM,7:30 PM,Ottawa Senators,,Detroit Red Wings,,Scheduled
2022-04-12,6:00 PM,8:00 PM,Edmonton Oilers,,Minnesota Wild,,Scheduled
2022-04-12,6:00 PM,8:00 PM,San Jose Sharks,,Nashville Predators,,Scheduled
2022-04-12,6:30 PM,8:30 PM,Los Angeles Kings,,Chicago Blackhawks,,Scheduled
2022-04-12,7:00 PM,9:00 PM,Seattle Kraken,,Calgary Flames,,Scheduled
2022-04-12,7:30 PM,9:30 PM,Tampa Bay Lightning,,Dallas Stars,,Scheduled
2022-04-12,8:00 PM,10:00 PM,Vegas Golden Knights,,Vancouver Canucks,,Scheduled
2022-04-12,8:00 PM,10:00 PM,New Jersey Devils,,Arizona Coyotes,,Scheduled
2022-04-13,5:00 PM,7:00 PM,New York Rangers,,Philadelphia Flyers,,Scheduled
2022-04-13,5:00 PM,7:00 PM,Montreal Canadiens,,Columbus Blue Jackets,,Scheduled
2022-04-13,6:30 PM,8:30 PM,Seattle Kraken,,Winnipeg Jets,,Scheduled
2022-04-13,7:30 PM,9:30 PM,Los Angeles Kings,,Colorado Avalanche,,Scheduled
2022-04-14,5:00 PM,7:00 PM,Ottawa Senators,,Boston Bruins,,Scheduled
2022-04-14,5:00 PM,7:00 PM,St. Louis Blues,,Buffalo Sabres,,Scheduled
2022-04-14,5:00 PM,7:00 PM,Washington Capitals,,Toronto Maple Leafs,,Scheduled
2022-04-14,5:00 PM,7:00 PM,Anaheim Ducks,,Tampa Bay Lightning,,Scheduled
2022-04-14,5:00 PM,7:00 PM,New York Islanders,,Pittsburgh Penguins,,Scheduled
2022-04-14,5:00 PM,7:00 PM,Detroit Red Wings,,Carolina Hurricanes,,Scheduled
2022-04-14,6:00 PM,8:00 PM,Edmonton Oilers,,Nashville Predators,,Scheduled
2022-04-14,6:00 PM,8:00 PM,Minnesota Wild,,Dallas Stars,,Scheduled
2022-04-14,6:30 PM,8:30 PM,San Jose Sharks,,Chicago Blackhawks,,Scheduled
2022-04-14,7:00 PM,9:00 PM,New Jersey Devils,,Colorado Avalanche,,Scheduled
2022-04-14,7:00 PM,9:00 PM,Vegas Golden Knights,,Calgary Flames,,Scheduled
2022-04-14,8:00 PM,10:00 PM,Arizona Coyotes,,Vancouver Canucks,,Scheduled
2022-04-15,5:00 PM,7:00 PM,New York Islanders,,Montreal Canadiens,,Scheduled
2022-04-15,5:00 PM,7:00 PM,Winnipeg Jets,,Florida Panthers,,Scheduled
2022-04-16,10:30 AM,12:30 PM,Pittsburgh Penguins,,Boston Bruins,,Scheduled
2022-04-16,10:30 AM,12:30 PM,Detroit Red Wings,,New York Rangers,,Scheduled
2022-04-16,10:30 AM,12:30 PM,Chicago Blackhawks,,Nashville Predators,,Scheduled
2022-04-16,1:00 PM,3:00 PM,Minnesota Wild,,St. Louis Blues,,Scheduled
2022-04-16,2:00 PM,4:00 PM,Vegas Golden Knights,,Edmonton Oilers,,Scheduled
2022-04-16,5:00 PM,7:00 PM,Philadelphia Flyers,,Buffalo Sabres,,Scheduled
2022-04-16,5:00 PM,7:00 PM,Washington Capitals,,Montreal Canadiens,,Scheduled
2022-04-16,5:00 PM,7:00 PM,Toronto Maple Leafs,,Ottawa Senators,,Scheduled
2022-04-16,5:00 PM,7:00 PM,Winnipeg Jets,,Tampa Bay Lightning,,Scheduled
2022-04-16,6:00 PM,8:00 PM,San Jose Sharks,,Dallas Stars,,Scheduled
2022-04-16,7:00 PM,9:00 PM,Carolina Hurricanes,,Colorado Avalanche,,Scheduled
2022-04-16,8:00 PM,10:00 PM,Arizona Coyotes,,Calgary Flames,,Scheduled
2022-04-16,8:00 PM,10:00 PM,New Jersey Devils,,Seattle Kraken,,Scheduled
2022-04-16,8:30 PM,10:30 PM,Columbus Blue Jackets,,Los Angeles Kings,,Scheduled
2022-04-17,11:00 AM,1:00 PM,Florida Panthers,,Detroit Red Wings,,Scheduled
2022-04-17,3:00 PM,5:00 PM,Buffalo Sabres,,Philadelphia Flyers,,Scheduled
2022-04-17,4:00 PM,6:00 PM,St. Louis Blues,,Nashville Predators,,Scheduled
2022-04-17,4:00 PM,6:00 PM,San Jose Sharks,,Minnesota Wild,,Scheduled
2022-04-17,5:30 PM,7:30 PM,New York Islanders,,Toronto Maple Leafs,,Scheduled
2022-04-17,6:30 PM,8:30 PM,Columbus Blue Jackets,,Anaheim Ducks,,Scheduled
2022-04-18,6:00 PM,8:00 PM,Calgary Flames,,Chicago Blackhawks,,Scheduled
2022-04-18,7:00 PM,9:00 PM,Washington Capitals,,Colorado Avalanche,,Scheduled
2022-04-18,8:00 PM,10:00 PM,Ottawa Senators,,Seattle Kraken,,Scheduled
2022-04-18,8:00 PM,10:00 PM,Carolina Hurricanes,,Arizona Coyotes,,Scheduled
2022-04-18,8:00 PM,10:00 PM,New Jersey Devils,,Vegas Golden Knights,,Scheduled
2022-04-18,8:30 PM,10:30 PM,Dallas Stars,,Vancouver Canucks,,Scheduled
2022-04-19,5:00 PM,7:00 PM,Philadelphia Flyers,,Toronto Maple Leafs,,Scheduled
2022-04-19,5:00 PM,7:00 PM,Minnesota Wild,,Montreal Canadiens,,Scheduled
2022-04-19,5:00 PM,7:00 PM,Detroit Red Wings,,Tampa Bay Lightning,,Scheduled
2022-04-19,5:00 PM,7:00 PM,Winnipeg Jets,,New York Rangers,,Scheduled
2022-04-19,5:30 PM,7:30 PM,Florida Panthers,,New York Islanders,,Scheduled
2022-04-19,6:00 PM,8:00 PM,Calgary Flames,,Nashville Predators,,Scheduled
2022-04-19,6:00 PM,8:00 PM,Boston Bruins,,St. Louis Blues,,Scheduled
2022-04-19,8:00 PM,10:00 PM,Ottawa Senators,,Vancouver Canucks,,Scheduled
2022-04-19,8:00 PM,10:00 PM,Los Angeles Kings,,Anaheim Ducks,,Scheduled
2022-04-19,8:30 PM,10:30 PM,Columbus Blue Jackets,,San Jose Sharks,,Scheduled
2022-04-20,6:30 PM,8:30 PM,Dallas Stars,,Edmonton Oilers,,Scheduled
2022-04-20,8:00 PM,10:00 PM,Chicago Blackhawks,,Arizona Coyotes,,Scheduled
2022-04-20,8:00 PM,10:00 PM,Washington Capitals,,Vegas Golden Knights,,Scheduled
2022-04-20,8:00 PM,10:00 PM,Colorado Avalanche,,Seattle Kraken,,Scheduled
2022-04-21,5:00 PM,7:00 PM,Philadelphia Flyers,,Montreal Canadiens,,Scheduled
2022-04-21,5:00 PM,7:00 PM,Detroit Red Wings,,Florida Panthers,,Scheduled
2022-04-21,5:00 PM,7:00 PM,Buffalo Sabres,,New Jersey Devils,,Scheduled
2022-04-21,5:00 PM,7:00 PM,Boston Bruins,,Pittsburgh Penguins,,Scheduled
2022-04-21,5:00 PM,7:00 PM,Winnipeg Jets,,Carolina Hurricanes,,Scheduled
2022-04-21,5:30 PM,7:30 PM,New York Rangers,,New York Islanders,,Scheduled
2022-04-21,6:00 PM,8:00 PM,Toronto Maple Leafs,,Tampa Bay Lightning,,Scheduled
2022-04-21,6:00 PM,8:00 PM,Vancouver Canucks,,Minnesota Wild,,Scheduled
2022-04-21,7:00 PM,9:00 PM,Dallas Stars,,Calgary Flames,,Scheduled
2022-04-21,8:30 PM,10:30 PM,Chicago Blackhawks,,Los Angeles Kings,,Scheduled
2022-04-21,8:30 PM,10:30 PM,St. Louis Blues,,San Jose Sharks,,Scheduled
2022-04-22,5:00 PM,7:00 PM,Ottawa Senators,,Columbus Blue Jackets,,Scheduled
2022-04-22,6:00 PM,8:00 PM,Seattle Kraken,,Minnesota Wild,,Scheduled
2022-04-22,7:00 PM,9:00 PM,Colorado Avalanche,,Edmonton Oilers,,Scheduled
2022-04-22,8:30 PM,10:30 PM,Washington Capitals,,Arizona Coyotes,,Scheduled
2022-04-23,10:30 AM,12:30 PM,New York Islanders,,Buffalo Sabres,,Scheduled
2022-04-23,10:30 AM,12:30 PM,Pittsburgh Penguins,,Detroit Red Wings,,Scheduled
2022-04-23,10:30 AM,12:30 PM,Carolina Hurricanes,,New Jersey Devils,,Scheduled
2022-04-23,1:00 PM,3:00 PM,New York Rangers,,Boston Bruins,,Scheduled
2022-04-23,5:00 PM,7:00 PM,Montreal Canadiens,,Ottawa Senators,,Scheduled
2022-04-23,5:00 PM,7:00 PM,Nashville Predators,,Tampa Bay Lightning,,Scheduled
2022-04-23,5:00 PM,7:00 PM,Toronto Maple Leafs,,Florida Panthers,,Scheduled
2022-04-23,6:00 PM,8:00 PM,Seattle Kraken,,Dallas Stars,,Scheduled
2022-04-23,6:00 PM,8:00 PM,Chicago Blackhawks,,San Jose Sharks,,Scheduled
2022-04-23,8:00 PM,10:00 PM,Vancouver Canucks,,Calgary Flames,,Scheduled
2022-04-23,8:00 PM,10:00 PM,St. Louis Blues,,Arizona Coyotes,,Scheduled
2022-04-23,8:30 PM,10:30 PM,Anaheim Ducks,,Los Angeles Kings,,Scheduled
2022-04-24,11:00 AM,1:00 PM,Detroit Red Wings,,New Jersey Devils,,Scheduled
2022-04-24,11:00 AM,1:00 PM,Carolina Hurricanes,,New York Islanders,,Scheduled
2022-04-24,11:00 AM,1:00 PM,Edmonton Oilers,,Columbus Blue Jackets,,Scheduled
2022-04-24,2:00 PM,4:00 PM,Pittsburgh Penguins,,Philadelphia Flyers,,Scheduled
2022-04-24,4:00 PM,6:00 PM,Tampa Bay Lightning,,Florida Panthers,,Scheduled
2022-04-24,5:00 PM,7:00 PM,Boston Bruins,,Montreal Canadiens,,Scheduled
2022-04-24,5:00 PM,7:00 PM,Toronto Maple Leafs,,Washington Capitals,,Scheduled
2022-04-24,5:00 PM,7:00 PM,Colorado Avalanche,,Winnipeg Jets,,Scheduled
2022-04-24,6:00 PM,8:00 PM,Minnesota Wild,,Nashville Predators,,Scheduled
2022-04-24,6:30 PM,8:30 PM,St. Louis Blues,,Anaheim Ducks,,Scheduled
2022-04-24,8:00 PM,10:00 PM,San Jose Sharks,,Vegas Golden Knights,,Scheduled
2022-04-25,6:00 PM,8:00 PM,Philadelphia Flyers,,Chicago Blackhawks,,Scheduled
2022-04-26,5:00 PM,7:00 PM,Detroit Red Wings,,Toronto Maple Leafs,,Scheduled
2022-04-26,5:00 PM,7:00 PM,Florida Panthers,,Boston Bruins,,Scheduled
2022-04-26,5:00 PM,7:00 PM,New Jersey Devils,,Ottawa Senators,,Scheduled
2022-04-26,5:00 PM,7:00 PM,Columbus Blue Jackets,,Tampa Bay Lightning,,Scheduled
2022-04-26,5:00 PM,7:00 PM,Carolina Hurricanes,,New York Rangers,,Scheduled
2022-04-26,5:00 PM,7:00 PM,Edmonton Oilers,,Pittsburgh Penguins,,Scheduled
2022-04-26,5:00 PM,7:00 PM,New York Islanders,,Washington Capitals,,Scheduled
2022-04-26,6:00 PM,8:00 PM,Calgary Flames,,Nashville Predators,,Scheduled
2022-04-26,6:00 PM,8:00 PM,Arizona Coyotes,,Minnesota Wild,,Scheduled
2022-04-26,6:30 PM,8:30 PM,Vegas Golden Knights,,Dallas Stars,,Scheduled
2022-04-26,7:30 PM,9:30 PM,St. Louis Blues,,Colorado Avalanche,,Scheduled
2022-04-26,8:00 PM,10:00 PM,Seattle Kraken,,Vancouver Canucks,,Scheduled
2022-04-26,8:30 PM,10:30 PM,Anaheim Ducks,,San Jose Sharks,,Scheduled
2022-04-27,5:30 PM,7:30 PM,Montreal Canadiens,,New York Rangers,,Scheduled
2022-04-27,5:30 PM,7:30 PM,Philadelphia Flyers,,Winnipeg Jets,,Scheduled
2022-04-27,6:30 PM,8:30 PM,Vegas Golden Knights,,Chicago Blackhawks,,Scheduled
2022-04-27,6:30 PM,8:30 PM,Arizona Coyotes,,Dallas Stars,,Scheduled
2022-04-27,8:00 PM,10:00 PM,Los Angeles Kings,,Seattle Kraken,,Scheduled
2022-04-28,5:00 PM,7:00 PM,Washington Capitals,,New York Islanders,,Scheduled
2022-04-28,5:00 PM,7:00 PM,Buffalo Sabres,,Boston Bruins,,Scheduled
2022-04-28,5:00 PM,7:00 PM,Florida Panthers,,Ottawa Senators,,Scheduled
2022-04-28,5:00 PM,7:00 PM,New Jersey Devils,,Carolina Hurricanes,,Scheduled
2022-04-28,5:00 PM,7:00 PM,Tampa Bay Lightning,,Columbus Blue Jackets,,Scheduled
2022-04-28,6:00 PM,8:00 PM,Calgary Flames,,Minnesota Wild,,Scheduled
2022-04-28,7:00 PM,9:00 PM,Nashville Predators,,Colorado Avalanche,,Scheduled
2022-04-28,7:00 PM,9:00 PM,San Jose Sharks,,Edmonton Oilers,,Scheduled
2022-04-28,8:00 PM,10:00 PM,Los Angeles Kings,,Vancouver Canucks,,Scheduled
2022-04-29,5:00 PM,7:00 PM,Columbus Blue Jackets,,Pittsburgh Penguins,,Scheduled
2022-04-29,5:00 PM,7:00 PM,Chicago Blackhawks,,Buffalo Sabres,,Scheduled
2022-04-29,5:00 PM,7:00 PM,Boston Bruins,,Toronto Maple Leafs,,Scheduled
2022-04-29,5:00 PM,7:00 PM,Florida Panthers,,Montreal Canadiens,,Scheduled
2022-04-29,5:00 PM,7:00 PM,Detroit Red Wings,,New Jersey Devils,,Scheduled
2022-04-29,5:00 PM,7:00 PM,Washington Capitals,,New York Rangers,,Scheduled
2022-04-29,5:00 PM,7:00 PM,Ottawa Senators,,Philadelphia Flyers,,Scheduled
2022-04-29,5:30 PM,7:30 PM,Tampa Bay Lightning,,New York Islanders,,Scheduled
2022-04-29,6:00 PM,8:00 PM,Vegas Golden Knights,,St. Louis Blues,,Scheduled
2022-04-29,6:00 PM,8:00 PM,Colorado Avalanche,,Minnesota Wild,,Scheduled
2022-04-29,6:00 PM,8:00 PM,Calgary Flames,,Winnipeg Jets,,Scheduled
2022-04-29,6:30 PM,8:30 PM,Anaheim Ducks,,Dallas Stars,,Scheduled
2022-04-29,7:00 PM,9:00 PM,Vancouver Canucks,,Edmonton Oilers,,Scheduled
2022-04-29,8:00 PM,10:00 PM,San Jose Sharks,,Seattle Kraken,,Scheduled
2022-04-29,8:30 PM,10:30 PM,Nashville Predators,,Arizona Coyotes,,Scheduled
